RESORT,ORDER_BY,NEXUS_ROOM_TYPE
14135,5,"QQ,FTW"
22024,10,"DD,EQW"
14135,6,"K,WVV"
44461,5,"QQ,BAM"
44461,6,"K,BAQ"
61093,7,"SQ,NPI"
61005,1,"Q,LJC"
14135,2,"QQ,UDF"
61005,2,"QQ,LJE"
44635,10,"SK,GUJ"
17143,4,"SQQ,GLU"
44635,11,"SK,MZX"
44635,7,"QQ,CQC"
03123,8,"K,BAQ"
93092,5,"Q,BUJ"
31047,2,"K,TEL"
44691,7,"QQ,BJP"
10338,7,"K,CQC"
10338,8,"K,BJP"
83484,4,"DTT,RSU"
83733,9,"SK,IHV"
63016,6,"SK,OQL"
63016,7,"K,BAQ"
83607,4,"D,AWN"
02018,1,"Q,YSQ"
05343,2,"K,JEC"
05343,3,"QQ,JDZ"
35036,1,"QQ,MCI"
31007,5,"K,AYG"
44755,9,"WSK,IPL"
37124,5,"SQQ,ESK"
05592,15,"K,IIW"
95406,2,"TT,SZW"
95077,1,"Q,TAU"
39063,3,"Q,ZZJ"
51015,6,"S13,RGV"
83440,9,"KTT,SNN"
66099,9,"K,KSI"
05695,6,"Q,BAM"
94232,5,"TT,XRK"
25104,1,"K,WNT"
93837,2,"TT,SNN"
25104,3,"SK,FQL"
93417,7,"K,VUA"
93859,1,"Q,SNN"
05457,6,"QQ,LBF"
93859,3,"K,NXE"
93859,4,"Q,IAP"
62075,8,"QQ,PQM"
64010,7,"SK,IVN"
76421,1,"TT,VWT"
97434,9,"AO,EEW"
62075,11,"Q,PQM"
10395,1,"K,TIG"
98130,1,"K,CAR"
97330,2,"Q,RMJ"
99813,6,"D,TDN"
97465,4,"D,DWW"
70406,4,"QQ,EBT"
13051,1,"QQ,FIP"
21041,7,"K,AXR"
29090,15,"K,MBX"
78722,1,"TT,TLZ"
29090,9,"K,MNV"
41069,4,"SQQ,AHP"
26186,9,"WSQ,ENH"
66124,1,"QQ,DRQ"
41082,1,"Q,NFZ"
66033,3,"K,DVR"
36167,2,"K,DUD"
31007,8,"QQ,AYI"
41082,6,"K,QFI"
83933,4,"K,NBY"
41082,9,"SK,QDP"
90912,11,"HC,DTA"
19124,1,"K,RXB"
11214,8,"SK,EDN"
93641,12,"QTT,FRA"
95429,5,"SD,ELM"
44719,4,"WSK,OCI"
55057,1,"QQ,LLV"
19088,1,"K,DJM"
93675,5,"KTT,OZM"
01104,3,"SK,ACU"
48045,14,"QQ,VBZ"
10168,7,"K,CJM"
44705,6,"SK,GUJ"
83501,2,"K,WNR"
83501,3,"TT,WNR"
83501,5,"TT,FVQ"
44427,3,"K,BAQ"
16077,7,"QQ,BAM"
18028,4,"QQ,BAQ"
95463,5,"D,EJT"
26180,1,"QQ,WNT"
83501,6,"K,GLJ"
83501,8,"K,GLO"
26180,2,"K,WNT"
19107,6,"QQ,BAM"
78539,9,"TT,EIX"
44535,3,"SQQ,FEV"
05597,3,"K,YPK"
39119,1,"K,NTI"
39119,5,"K,BJP"
38122,7,"Q,BAM"
62119,4,"KTT,ELQ"
41069,9,"K,IBG"
41069,11,"QQ,BAG"
39079,2,"Q,HSL"
88213,5,"Q,KGG"
83954,2,"D,AWN"
55068,1,"K,WQJ"
39079,5,"Q,CQC"
38135,12,"K,BAQ"
38135,10,"QQ,CQR"
36107,3,"Q,MBJ"
05622,1,"K,VZN"
83440,8,"D,NML"
98369,7,"Q,DUX"
83728,3,"TT,FVQ"
83520,2,"D,WNR"
06195,1,"QQ,NBP"
85064,5,"SF,EET"
83520,5,"D,AVW"
83520,1,"T,WNR"
83520,4,"TT,AVW"
93747,3,"Q,OCD"
34075,5,"SDD,ILF"
88213,9,"Q,EAJ"
37093,2,"QQ,NIH"
37093,4,"SK,WHR"
50122,5,"K,WJR"
37093,1,"K,UWY"
70197,2,"QQ,ZLK"
34075,1,"SDD,AGH"
66023,7,"K,VOQ"
81007,9,"SQT,AKS"
39088,7,"QQ,GAO"
70203,6,"SK,QZJ"
93597,5,"KT,HSR"
93752,6,"Q,PTW"
05357,4,"DD,MPC"
05357,3,"K,MPC"
05357,1,"Q,MIG"
05357,2,"Q,MPC"
05357,6,"QQ,MPC"
10269,1,"K,XYG"
10269,11,"K,BAM"
99034,1,"K,EMR"
99812,16,"TT,DQN"
85064,6,"AB,EEU"
95260,3,"TT,AXO"
98080,5,"QT,ABT"
77706,5,"SQ,COD"
24143,1,"QQ,ONA"
93874,4,"DTT,HJY"
95260,4,"TT,AXP"
84090,5,"TTT,NIX"
18113,6,"WK,BPO"
44640,5,"K,EPN"
77706,2,"TT,KXP"
97330,3,"QT,AUX"
97330,5,"Q,DJW"
62104,9,"SK,NTT"
38144,4,"K,CQC"
38144,5,"K,PIF"
38144,7,"SK,EME"
38144,8,"K,THH"
83418,2,"TT,WNR"
62117,7,"Q,CEI"
05353,2,"QQ,ILD"
88222,9,"TT,PNF"
99044,7,"D,IMS"
66114,8,"SQQ,PQH"
61095,9,"SK,FKO"
19123,14,"QQ,ECE"
93475,1,"Q,USB"
93534,4,"K,IUW"
25104,7,"WSK,KHW"
43178,1,"QQ,GED"
34075,10,"SDD,VAE"
83674,8,"DD,FBS"
50025,10,"K,BJP"
43188,3,"WK,BAM"
03102,5,"WQ,BAM"
37056,4,"QQ,UNS"
44739,6,"WK,BAM"
44739,7,"WQQ,BAQ"
26169,1,"K,EZL"
38102,3,"K,HSA"
38102,1,"K,NTI"
51023,3,"K,TQE"
83957,20,"AO,ENR"
05391,5,"K,NOM"
29071,12,"SKK,EEM"
33121,1,"K,HIN"
33121,2,"QQ,QIA"
33121,5,"K,JHO"
93485,1,"D,STN"
99526,11,"TT,GDK"
18089,10,"SK,OCI"
39088,8,"K,GZK"
10254,4,"K,DVZ"
04085,5,"Q,HBO"
19111,1,"K,GNI"
19111,2,"QQ,GNI"
19111,3,"SK,GNV"
14202,8,"SQQ,WYG"
95513,3,"K,EEC"
05475,1,"K,NRM"
70405,7,"DDT,ECX"
41089,6,"K,BAQ"
10168,4,"K,HNA"
88208,2,"Q,KLS"
38147,10,"QQ,CHO"
10324,1,"Q,HRF"
11118,5,"DD,HCF"
11118,2,"K,HCF"
11118,3,"DD,HCH"
11118,1,"K,HCH"
45043,3,"QQ,JIK"
11118,6,"K,VJJ"
11118,7,"K,VJK"
81026,4,"TT,XNC"
51023,6,"QQ,TQI"
92579,2,"TT,CSX"
33121,4,"SQQ,HDN"
78665,6,"K,IMW"
14195,5,"K,XZL"
13051,4,"SK,EAP"
97261,7,"QT,ULF"
97261,8,"Q,EJA"
97261,11,"K,EJA"
70405,4,"K,ECX"
97261,12,"QT,DGG"
44418,2,"QQ,HCH"
92521,4,"K,DUH"
05711,4,"K,ESJ"
29071,3,"DDD,NNU"
24113,6,"SK,GAM"
93593,2,"Q,WMS"
13029,4,"D,BJP"
98147,3,"Q,DWL"
10398,2,"K,NOD"
06156,4,"KK,OVO"
06156,5,"K,RJN"
35038,5,"SK,GUC"
35038,3,"QQ,ONA"
53018,7,"SK,DNR"
29078,13,"SK,DWD"
33119,2,"K,NTI"
33119,1,"Q,NTI"
33119,4,"K,NJJ"
44752,4,"SQQ,CGQ"
44626,4,"K,MUC"
36109,3,"QQ,SHH"
36109,4,"K,UXJ"
36109,8,"K,BJK"
36109,9,"K,CJI"
18070,2,"K,YWP"
18070,1,"QQ,YWP"
70405,9,"K,EDB"
70405,10,"K,EDG"
70405,11,"DD,EDG"
70405,12,"KT,EDJ"
44427,2,"QQ,MCI"
70405,13,"D,EDB"
83533,3,"D,NUP"
83533,4,"TT,NUP"
83533,5,"D,HNN"
22040,3,"DD,ITF"
22040,1,"Q,ITG"
22040,2,"K,ITG"
92676,3,"TTT,WOL"
33178,1,"Q,OAQ"
33178,2,"QQ,OAQ"
52049,5,"WQ,BAQ"
44598,4,"QQ,HCM"
05597,5,"K,WAL"
63014,1,"QQ,YSQ"
63014,7,"K,YSQ"
63014,5,"KK,YSQ"
63014,2,"K,AMS"
63014,6,"SK,SQN"
44620,4,"QQ,BPO"
62103,4,"K,TIK"
62103,8,"K,FXN"
95389,6,"K,COC"
62103,9,"K,HYN"
62103,10,"SK,JCZ"
62103,2,"Q,WXH"
53018,5,"QQ,GZK"
66101,3,"QQ,RYM"
66101,5,"Q,RYE"
66101,6,"K,RYN"
66101,7,"Q,RYN"
39020,12,"K,BQU"
44752,5,"SK,DTJ"
83062,5,"K,FYN"
83062,6,"K,NXE"
11194,2,"QQ,WNF"
97391,5,"Q,BCE"
63014,8,"K,DVQ"
93862,1,"D,LLW"
23120,1,"DD,WIE"
18094,1,"DD,CTE"
93598,2,"D,STN"
93598,1,"TT,STN"
23120,2,"K,WIE"
23120,3,"K,ERB"
83847,5,"T,NUV"
83847,6,"TT,NUV"
93750,4,"KT,WOL"
83847,4,"Q,NUV"
36140,1,"QQ,WNC"
14189,3,"K,DRK"
14189,8,"Q,BAQ"
22061,7,"Q,BJP"
48129,2,"QQ,WNF"
10398,1,"QQ,NOD"
61052,3,"K,ZUH"
05206,7,"DD,MSV"
16071,8,"S32,BXM"
78033,2,"TT,CMD"
78033,5,"SQ,VQH"
44524,1,"K,RKA"
10346,5,"SK,HBD"
44524,3,"SK,RKF"
44672,2,"QQ,GCP"
44672,1,"K,GCM"
44524,4,"SK,RKJ"
44672,5,"K,GCU"
43179,1,"DD,ZOO"
70262,2,"QQ,FDQ"
52045,1,"Q,MFT"
52045,4,"K,MFT"
44752,7,"WK,CNC"
44752,10,"WSK,OCI"
43179,3,"SK,ZRG"
05551,3,"S22,ZWB"
43179,5,"SK,ZRP"
66064,5,"DD,NWY"
19107,1,"K,MLR"
66064,13,"QQ,FGX"
66064,3,"K,CRF"
66064,6,"DD,KLK"
66064,12,"SQ,KNH"
66064,7,"DD,KWL"
66064,15,"K,FXG"
70262,1,"K,FDQ"
70262,3,"SK,FDX"
44560,5,"QQ,BAQ"
27078,4,"SK,GYW"
26164,1,"QQ,REH"
96059,3,"DTT,FNA"
26164,2,"K,REH"
62001,1,"QQ,CCD"
62001,4,"SQ,CCF"
62001,7,"QQ,CCI"
26174,2,"K,UAP"
32098,1,"QQ,WNF"
88146,1,"T,GHF"
66064,16,"SK,FXI"
66064,14,"K,FXJ"
66064,9,"K,FXK"
66064,11,"Q,FGX"
66064,18,"SK,FXP"
66064,17,"SK,FXQ"
16099,7,"K,HOZ"
39130,7,"K,BJP"
62001,8,"QQ,CCL"
62001,2,"K,CCO"
99524,3,"DT,WRF"
62130,13,"SKQ,DXS"
05713,1,"QQ,ERM"
05220,6,"SKK,GCR"
32095,1,"Q,HNA"
98150,8,"KTT,FVD"
50106,5,"K,BAM"
93851,5,"QS,IKA"
98147,2,"Q,BXD"
26158,6,"K,FTF"
26158,5,"QQ,FTF"
76079,2,"TT,TAL"
83898,6,"DT,SNN"
97447,7,"Q,EGC"
92676,7,"TTT,WRK"
93090,3,"D,WTN"
44755,4,"QQ,OVY"
76079,1,"Q,TAL"
44755,5,"SK,GLU"
50023,2,"DD,NXZ"
38071,4,"QQ,GMH"
44737,2,"QQ,AEM"
44737,4,"SK,AFD"
38130,1,"K,XYS"
05617,2,"QQ,GED"
47132,7,"QQ,HQA"
47149,4,"K,FTF"
10168,9,"D,GAX"
99104,4,"TT,URL"
43188,2,"K,DZI"
39132,4,"DD,LIQ"
38071,3,"K,MNE"
38071,1,"Q,GMH"
38071,7,"QQ,SNH"
15105,1,"QQ,TYZ"
16097,2,"QQ,HNA"
38071,6,"SK,WUA"
38071,9,"SQ,MSU"
38071,5,"K,LWG"
16097,5,"SK,EMK"
44755,8,"WQQ,BAQ"
66050,7,"K,IKQ"
44587,2,"DD,NIH"
78665,3,"KK,IMX"
78665,8,"SK,IRK"
78665,9,"K,ISD"
28072,8,"K,GSL"
28072,6,"K,GTG"
28072,10,"SK,GTN"
28072,11,"SQQ,GXL"
28072,13,"K,BAM"
28072,12,"QQ,BAM"
47114,3,"K,BNH"
47114,8,"SK,NMU"
47114,5,"K,XIY"
47114,4,"QQ,XIY"
47114,7,"K,SKO"
38071,8,"QQ,BVV"
38071,16,"Q,KCH"
38071,2,"K,GMH"
83961,1,"TT,SNN"
83961,2,"D,SNN"
16097,1,"K,QPP"
32111,3,"SK,QKX"
32111,2,"K,GED"
32111,1,"QQ,GED"
88139,3,"TT,XUZ"
83895,4,"D,NXE"
44755,10,"WS2,IPL"
23163,1,"Q,MLG"
48170,1,"QQ,MCI"
48170,2,"K,MCI"
90562,1,"Q,GJG"
77597,1,"TT,OME"
77597,2,"K,OME"
77597,4,"D,OMK"
61035,3,"QQ,HZL"
32111,8,"K,HVG"
32111,7,"QQ,HVG"
16097,6,"SK,OCI"
10356,5,"K,UHR"
10356,6,"K,GDH"
10356,7,"K,DDH"
05705,8,"SK,OCI"
16104,6,"QQQ,FQA"
55057,3,"Q,DJJ"
53018,1,"QQ,MFT"
77597,5,"SD,OMP"
77597,6,"SK,OMW"
77597,3,"K,OOZ"
05701,5,"SKK,HYL"
43154,3,"K,LAY"
05370,5,"K,CPQ"
05370,7,"SK,PGN"
38166,4,"SK,HEC"
38166,6,"K,HED"
43090,13,"SDD,DDJ"
77587,4,"SQ,CCY"
48167,10,"K,BJP"
05326,11,"RA,QPM"
51006,4,"SK,WLG"
03163,1,"QQ,IAF"
03163,4,"QQ,IJH"
39090,4,"DD,CNC"
03163,7,"WQ,BAM"
03163,8,"WK,BAM"
47071,4,"K,BJP"
47071,5,"Q,BJP"
45027,4,"QQ,BJP"
45027,3,"K,BJP"
47114,1,"QQ,LVR"
42048,10,"SK,SKC"
47071,6,"QQ,BAG"
39039,3,"Q,AOR"
10414,1,"K,AEM"
64010,8,"K,BAQ"
78539,8,"TT,EIN"
39023,1,"DD,CHI"
90862,7,"AU,EGH"
39023,5,"DD,SHI"
26174,5,"K,UAX"
26174,3,"SK,UBF"
83266,1,"D,NUP"
88151,3,"Q,CSM"
88151,5,"K,CSO"
88151,4,"Q,CSN"
26153,7,"Q,BAG"
05472,2,"DD,NIH"
33147,4,"K,THV"
33147,5,"DD,THV"
62122,8,"SQQ,PGI"
03163,10,"WQQ,BAQ"
03163,11,"WQQ,BAM"
83740,6,"DTT,ILQ"
37070,9,"DDD,LND"
44623,3,"SK,WJI"
15078,9,"K,POS"
43150,1,"QQ,CFC"
43150,2,"K,RXL"
28073,3,"SK,TGM"
28073,5,"K,CQC"
13029,3,"QQ,ONF"
47113,4,"K,JXD"
05687,1,"Q,IJU"
47113,5,"K,RKL"
66050,12,"SK,DKE"
05687,2,"QQ,IJU"
05687,4,"SK,GQX"
56025,14,"TT,EXO"
13044,8,"K,BAQ"
11198,6,"SK,HNM"
26066,7,"SK,OBT"
13044,2,"QQ,MOZ"
61086,3,"SK,ZKC"
61086,4,"SK,ZOL"
10389,6,"SK,RNO"
15100,12,"K,BAQ"
48118,3,"QQ,NCH"
62122,11,"SK,PJA"
90935,4,"QT,ZHJ"
33129,2,"DD,HWS"
61086,7,"K,BAM"
56025,9,"T,JJJ"
29078,12,"QQ,CQC"
10116,8,"KK,MGL"
54089,3,"SK,DOW"
46005,6,"SQQ,UIX"
47094,2,"K,HNA"
10116,9,"SDD,MGP"
05469,2,"K,NIH"
70702,5,"K,NXE"
95323,3,"D,RAZ"
17132,3,"QQ,YJB"
56025,10,"TT,JJJ"
56025,11,"D,JJJ"
14139,5,"SK,AGQ"
14139,8,"K,BJK"
05700,2,"K,UKA"
05700,1,"QQ,UKA"
23093,7,"SQ,PWE"
77721,2,"K,ZJF"
77721,5,"TT,ZKW"
70702,6,"DD,NXE"
10279,4,"QQ,CBU"
47123,1,"K,MMF"
05345,4,"SK,EMG"
77703,5,"K,ENJ"
47113,2,"QQ,HCM"
47123,2,"DD,TMN"
96059,4,"K,HVY"
96059,5,"K,HWQ"
10360,2,"K,HSL"
47123,3,"QQ,JKB"
36082,1,"K,FYO"
36082,5,"DD,BAM"
37136,2,"QQ,ZGX"
37136,4,"SQQ,GYI"
37136,8,"WSK,EOR"
67024,1,"QQ,OMQ"
10314,1,"K,NRM"
10314,3,"SK,NMC"
70605,8,"QQ,UOH"
81038,6,"SK,HIN"
26081,6,"Q,BIB"
50139,3,"K,HRQ"
50139,4,"QQ,HQH"
70164,7,"DD,IIJ"
77596,1,"D,VPA"
77596,2,"TT,VPA"
77596,5,"SQ,VPJ"
77596,6,"SK,VPJ"
77596,3,"D,VPE"
77596,4,"TT,VPE"
98380,6,"Q,BXS"
05326,20,"RB,JFA"
05326,22,"RA,WEC"
10373,1,"K,YJB"
10373,2,"QQ,YJB"
90740,2,"K,CTQ"
10373,4,"QQ,BAQ"
45085,7,"K,BJP"
61100,12,"WK,IBG"
88207,2,"TT,GWU"
56110,3,"D,IAP"
56110,6,"SK,WNU"
50085,6,"DD,BAQ"
05641,9,"DD,RRA"
05641,10,"K,RRX"
66003,1,"QQ,OER"
10281,7,"QT,BAM"
62135,4,"K,SGW"
66110,6,"K,BAM"
19066,3,"K,CLK"
37136,9,"WS2,EOR"
77587,5,"SQT,DLW"
77722,7,"K,DYZ"
33178,4,"WQQ,ZGM"
83677,8,"K,NUP"
93804,3,"Q,MPJ"
19118,2,"K,LJL"
19118,7,"WK,BAM"
19118,9,"WS2,BAQ"
98394,1,"Q,CSX"
66039,13,"K,MIE"
97455,1,"AK,LFL"
53011,3,"SQ,DRA"
05664,1,"K,WRH"
53011,4,"TT,DRI"
66039,7,"K,MJO"
66112,1,"K,IJU"
66112,3,"QQ,IJU"
66112,5,"SK,XKY"
53011,5,"WQ,BAQ"
05378,4,"K,SHH"
05378,3,"K,NIH"
51071,5,"K,XHI"
05378,2,"QQ,SHH"
10366,1,"DD,CRF"
10366,3,"DD,WOH"
10366,2,"K,CRF"
10366,4,"K,WOH"
66015,3,"K,VYO"
33102,3,"D,RCE"
33102,4,"K,ZFO"
33102,2,"K,RCE"
33102,9,"Q,ZFP"
33102,10,"QQ,ZFP"
33102,11,"DD,ZFO"
83742,1,"T,WNR"
83742,2,"TT,WNR"
39067,1,"DD,HNA"
83742,3,"D,WNR"
39067,3,"K,HNA"
93462,3,"Q,HVF"
70192,3,"SK,NSM"
76079,3,"SK,TAL"
93278,1,"Q,DHM"
70146,9,"SK,KQV"
23098,9,"MU,NLF"
04113,2,"QQ,QYF"
04113,6,"K,ZQV"
04113,4,"K,HXC"
41038,10,"WK,MJM"
10366,7,"SDD,NUE"
34084,5,"K,IBP"
23098,10,"MU,LSZ"
05617,3,"K,CEN"
05617,4,"QQQ,NCX"
53011,7,"Q,AUN"
98380,8,"QTT,BYH"
66017,4,"QQ,YWF"
61057,4,"Q,PGK"
95468,5,"K,DWO"
44761,1,"K,OAQ"
14203,4,"SK,DLH"
05378,1,"QQ,NIH"
88220,5,"TT,IFZ"
05378,6,"K,RWV"
05378,7,"K,RWX"
01070,6,"K,SHH"
88220,6,"TT,IFR"
88220,7,"SK,IHT"
43160,6,"QQ,HFB"
27071,4,"SKQ,KCM"
44499,3,"SK,PJP"
98119,8,"K,JDU"
05731,12,"K,PLY"
05481,13,"SD,OCJ"
01070,2,"K,NIH"
23098,14,"WG,QTB"
78695,4,"SKK,TVJ"
34151,7,"Q,BAM"
05617,7,"Q,BAQ"
93561,5,"SK,UVT"
01070,5,"QQ,SHH"
01070,1,"QQ,NIH"
01070,7,"SK,LPS"
01070,3,"SK,LPT"
66015,4,"K,VYQ"
66015,6,"SK,VYR"
32105,6,"SK,IEC"
66015,7,"SK,VYS"
66015,9,"SK,VYT"
44621,1,"K,NIH"
92579,3,"TT,ERR"
91458,4,"KQ,EBI"
13051,2,"K,FIP"
93462,4,"Q,JAE"
36052,5,"QQ,ENG"
05315,2,"QQ,BAD"
05315,1,"K,BAD"
05315,6,"QQ,BAO"
05315,3,"K,BAO"
05435,4,"K,NMQ"
78530,2,"T,SMI"
05469,8,"QQ,LAY"
44621,2,"SK,NIH"
44621,4,"QQ,NIH"
95472,4,"D,MKR"
14185,4,"Q,JXY"
83440,7,"K,SNN"
97452,6,"SK,IDG"
78683,1,"TT,STN"
78683,2,"TT,EHL"
93775,2,"Q,CFN"
05601,11,"WK,BAM"
05578,3,"SK,OYZ"
32115,7,"WQQ,HQX"
95393,2,"T,IIB"
34114,1,"QQ,VMH"
83907,8,"D,NML"
83907,7,"TTT,FYN"
93844,1,"Q,GDE"
93844,4,"SK,LOI"
93844,6,"QT,ATQ"
83907,9,"SD,NPB"
18111,1,"QQ,QZM"
54046,4,"SQQ,UVU"
24113,4,"Q,JOI"
48175,4,"K,BAQ"
93079,5,"QT,NUP"
44298,2,"QQ,UDU"
62135,3,"SK,AUE"
99527,2,"D,NAX"
99527,1,"D,SNN"
77560,3,"K,UQZ"
77560,4,"SK,URC"
34071,8,"SK,OCI"
99812,13,"D,EQD"
30021,1,"QQ,GAE"
68028,6,"K,RLX"
33128,5,"QQ,RCW"
33128,6,"SQ,RCY"
51069,2,"K,HDP"
51069,1,"QQ,HDP"
44608,3,"DD,NIH"
23078,7,"QQ,IRM"
04085,3,"Q,HHK"
88189,13,"K,SBB"
93536,4,"Q,PRC"
93720,3,"K,KEW"
19124,8,"WQQ,MZA"
19124,4,"QQ,MDG"
19124,3,"K,MDG"
93126,3,"T,LLQ"
93126,4,"Q,CLA"
98338,1,"T,MAY"
19124,5,"WK,CPL"
93804,1,"Q,MOW"
93804,2,"TT,MOW"
19124,6,"WK,BAQ"
16066,1,"QQ,NIH"
77060,4,"SQ,AWR"
17126,2,"K,AOR"
21061,9,"SK,DYA"
66099,6,"SQQ,EIK"
66099,2,"SQQ,EGU"
93160,3,"T4,ACK"
70901,4,"TTT,NSM"
11215,4,"SQQ,BJP"
70901,7,"TT,RNB"
93823,7,"K,ELX"
93823,8,"KQ,OZM"
66077,9,"SK,WJE"
62129,10,"K,HTJ"
95208,3,"D,NEN"
95208,5,"D,NGO"
83906,2,"D,SNN"
83906,4,"K,SNN"
83906,1,"T,SNN"
83906,3,"TT,SNN"
47139,5,"QQ,YWV"
83956,6,"D,AVW"
66065,9,"SK,FXK"
36141,3,"QQ,EUG"
36052,4,"QQ,ENO"
93750,5,"K,RIA"
36052,6,"K,ENU"
92939,4,"TT,TNV"
92939,5,"K,TNV"
88180,3,"T,TIU"
93750,6,"QQ,DEE"
97374,6,"HD,DXZ"
34112,1,"QQ,MOA"
39104,1,"K,MCI"
18094,3,"SK,KCZ"
89802,2,"T,AHD"
33094,11,"QQ,TYS"
89802,3,"Q,AHD"
44739,3,"SK,RMU"
17143,3,"QQ,NUW"
17143,5,"WS2,IPL"
78535,6,"TT,YTD"
89802,4,"D,AHD"
89802,5,"SD,DHJ"
83957,8,"K,NJU"
44739,5,"K,LLG"
50023,7,"WQ,BAM"
88137,3,"S14,UGW"
95240,4,"TT,ISH"
97369,4,"K,UTM"
97369,8,"QTT,UTM"
84247,3,"DT,FYN"
13051,16,"AK,DZP"
34075,3,"SDD,ILN"
44586,2,"SK,REH"
95464,2,"TT,DMG"
76963,3,"TT,RPY"
68029,1,"QQ,WRW"
44548,10,"QQ,CQC"
44548,8,"K,BJP"
93212,7,"T,URW"
68029,3,"K,WSI"
99526,9,"D,GDK"
92734,3,"TT,NUP"
92734,7,"K,WOL"
05399,5,"QQ,UFB"
76067,5,"SQ,QRM"
76067,8,"QT,QRK"
93763,3,"K,QJC"
14164,6,"K,WXP"
93170,6,"Q,PTK"
98215,2,"TT,FIA"
44464,1,"SDD,QNT"
44464,3,"SK,QNT"
77118,1,"Q,BTJ"
77118,2,"TT,BTJ"
95295,5,"SD,KWT"
18028,2,"QQ,GWN"
93831,4,"QT,DEE"
41089,5,"QQ,BAM"
10254,5,"Q,DVZ"
76413,4,"TT,DQR"
93656,1,"D,LCH"
33158,2,"DD,IOZ"
48172,4,"SK,AFV"
89619,3,"K,XBD"
33158,3,"QQ,QOR"
29094,1,"QQ,NBP"
44695,4,"SK,GBA"
56700,5,"TT,DUE"
44503,6,"QQ,BAM"
83496,2,"TT,WNR"
34173,2,"K,IJU"
44442,8,"K,PYQ"
44442,10,"QQ,PYQ"
44442,3,"QQ,PYY"
44442,5,"K,PYY"
44442,6,"K,LYQ"
83496,6,"K,AWN"
99808,3,"Q,XXD"
99808,4,"Q,FJZ"
99808,5,"TT,EMR"
34173,1,"DD,IJU"
34173,5,"K,WBO"
62025,3,"K,AHY"
62025,2,"QQ,AHY"
05623,5,"QQ,CQC"
70282,4,"SK,QLX"
84247,4,"K,NUP"
13051,12,"K,DZM"
93589,2,"TT,NVF"
70406,1,"K,EBL"
04119,1,"QQ,NBP"
61098,3,"SK,NSP"
14108,1,"K,OAB"
37134,4,"K,KLJ"
54048,2,"QQ,AYD"
26186,4,"K,EMU"
26186,1,"QQ,ENC"
48181,1,"QQ,IJU"
48181,3,"SQQ,IJT"
10361,1,"K,NIH"
10361,2,"QQ,NIH"
10361,4,"SK,MJN"
10361,3,"SK,MMF"
98338,2,"Q,MAY"
98338,4,"TT,MDC"
98338,6,"QTT,MEO"
88072,3,"TT,HDG"
98338,5,"K,MGN"
89144,2,"D,MJS"
05006,5,"K,PTE"
05345,2,"QQ,NIH"
89144,4,"D,MMM"
98215,5,"Q,SUI"
85064,2,"SQQ,EEL"
97261,5,"AB,EFJ"
97425,3,"K,SNP"
85468,1,"Q,SYG"
88235,2,"K,CQO"
88235,5,"SK,IHT"
83849,3,"D,AUV"
83849,5,"D,AWN"
34148,1,"Q,YRT"
77055,2,"TT,RLI"
62025,1,"Q,FBW"
47087,3,"K,BAQ"
05723,2,"K,UAF"
89093,6,"D,EQR"
98284,3,"KT,TAY"
48181,5,"WK,CNC"
44714,3,"K,QZM"
44714,6,"WQQ,BAQ"
92939,6,"D,TOG"
98325,7,"Q,CZJ"
95473,2,"D,DAF"
70901,1,"Q,NSM"
70901,6,"Q,RNB"
47084,5,"K,CQR"
04111,5,"SQQ,IYD"
85468,4,"QT,TLI"
85468,5,"QT,TKQ"
29084,10,"K,DVY"
44752,1,"K,AQN"
98247,4,"KT,VSK"
95292,1,"Q,BBR"
05660,10,"WKS,BJP"
44722,3,"SK,YSS"
50023,4,"K,HWI"
49033,3,"K,BIB"
84205,7,"D,NML"
83923,4,"SD,NSG"
97261,6,"AQQ,EFJ"
93492,1,"Q,RSJ"
98213,1,"D,CSX"
83705,7,"D,KYE"
39099,4,"QQ,PFZ"
05653,5,"QQ,PTF"
05653,2,"K,JRJ"
44691,10,"QQ,ETX"
10281,4,"K,PDQ"
97121,2,"QT,NYD"
05736,6,"WQ,IBG"
48174,12,"K,MQK"
26167,6,"QQ,BAM"
26167,8,"K,OCI"
91451,4,"TT,CSM"
70807,1,"Q,SCC"
03099,6,"K,IVQ"
44473,2,"QQ,NIH"
70183,2,"DD,NSM"
70183,1,"K,NSM"
70183,3,"SDD,NSM"
44296,6,"DD,GKX"
98289,1,"D,EEK"
95513,2,"K,EEH"
05644,2,"K,LOE"
21029,2,"DD,UDF"
03163,2,"SK,UHF"
19106,1,"QQ,MLG"
93613,6,"QQ,ZVJ"
19106,3,"SK,ICU"
05480,5,"SK,EMK"
83226,5,"TT,SNN"
19106,2,"K,MLG"
34075,2,"SK,AGH"
34075,4,"SK,ILN"
66017,3,"K,YWF"
66017,11,"SQ,RWF"
05398,1,"QQ,HIN"
10302,5,"SK,MCI"
10302,4,"SQQ,MCI"
05348,7,"CL,DYO"
95291,3,"Q,HVB"
83076,12,"D,CYR"
11187,1,"K,QBA"
11187,4,"QQ,QBB"
13051,15,"QQ,DZO"
98241,2,"K,ZHH"
98241,4,"K,ZHT"
03118,4,"QQ,DIU"
03118,6,"K,XDA"
03118,3,"K,XDU"
98241,6,"KT,ZHV"
70807,4,"SK,AAE"
70807,2,"QQ,SCC"
70807,3,"K,SCC"
62067,7,"QQ,BCG"
19010,3,"QQ,BCL"
19010,1,"Q,BCQ"
